Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_0324,Diagnosis,-0.267914843427953,0.001897563922661522,0.00600702883281186
C18-neg_Cluster_0325,Diagnosis,-0.3246662129875005,0.0001458274882441253,0.0006998797993861806
C18-neg_Cluster_0326,Diagnosis,0.5632016586542216,2.0696160259297562e-12,1.4649570077941185e-10
C18-neg_Cluster_0328,Diagnosis,-0.4757355040738487,8.17510704999037e-09,1.970935890417297e-07
C18-neg_Cluster_0329,Diagnosis,-0.4246366586503503,3.883863217594271e-07,4.99482874262705e-06
C18-neg_Cluster_0331,Diagnosis,-0.3902115133963697,3.7412661215777196e-06,3.374385590593238e-05
C18-neg_Cluster_0333,Diagnosis,-0.2111872186374032,0.015067167840313726,0.03342048158713859
C18-neg_Cluster_0334,Diagnosis,-0.36366293680108297,1.8181650532722492e-05,0.0001260746425654613
C18-neg_Cluster_0335,Diagnosis,0.3052948680288304,0.00037144609625363266,0.0015279196000242408
C18-neg_Cluster_0337,Diagnosis,-0.3612492447426687,2.0850513644001686e-05,0.00014029303781150335
C18-neg_Cluster_0339,Diagnosis,-0.2841156317874288,0.0009616838134360603,0.0033579235916662434
C18-neg_Cluster_0348,Diagnosis,-0.3246502823855671,0.0001459434902357815,0.0006998797993861806
C18-neg_Cluster_0349,Diagnosis,-0.5152241726715264,2.5978872981100553e-10,9.498391245321392e-09
C18-neg_Cluster_0350,Diagnosis,-0.4651690887724365,1.914683410629297e-08,4.0821973053609685e-07
C18-neg_Cluster_0351,Diagnosis,0.25886746022448026,0.0027252997307250014,0.008067397797743328
C18-neg_Cluster_0354,Diagnosis,0.37130435759262803,1.1698675147254049e-05,8.816855000247344e-05
C18-neg_Cluster_0357,Diagnosis,-0.5116605453708788,3.6121271404575135e-10,1.268257973760638e-08
C18-neg_Cluster_0358,Diagnosis,-0.5093196064190889,4.476083193572945e-10,1.517409352365265e-08
C18-neg_Cluster_0359,Diagnosis,-0.21082767726734625,0.015244133456962175,0.033753776983784116
C18-neg_Cluster_0360,Diagnosis,-0.4526875901769235,5.045117901852898e-08,9.073008779592365e-07
C18-neg_Cluster_0361,Diagnosis,0.39216810648278955,3.3113574874540323e-06,3.051967817603467e-05
C18-neg_Cluster_0365,Diagnosis,-0.2917251937457375,0.00068898838841797,0.0025614156557656298
C18-neg_Cluster_0366,Diagnosis,0.22148478968726873,0.010703144337441624,0.02517815833346768
C18-neg_Cluster_0367,Diagnosis,-0.22469964293819014,0.009590352426425836,0.022983596497566573
C18-neg_Cluster_0369,Diagnosis,0.24297706607361577,0.0049968045608153105,0.013417822990620294
C18-neg_Cluster_0372,Diagnosis,-0.38210720371117324,6.152037765621541e-06,5.115905089306334e-05
C18-neg_Cluster_0376,Diagnosis,-0.22334664645843721,0.010045608706044297,0.02391271074282484
C18-neg_Cluster_0380,Diagnosis,-0.24659758527007694,0.004366431238342143,0.012024333519094705
C18-neg_Cluster_0382,Diagnosis,-0.3020061448196754,0.00043263739239321876,0.0017328997953350836
C18-neg_Cluster_0383,Diagnosis,-0.267675058458254,0.0019161646939199804,0.006052918676117096
C18-neg_Cluster_0385,Diagnosis,0.4711206631233837,1.189753007244006e-08,2.745036343500271e-07
C18-neg_Cluster_0387,Diagnosis,-0.44884119585108945,6.748157591635325e-08,1.1482249686690262e-06
C18-neg_Cluster_0388,Diagnosis,-0.460333608590591,2.7996851459060773e-08,5.541748136683887e-07
C18-neg_Cluster_0390,Diagnosis,-0.29542083999487484,0.0005840171869562161,0.0022292424806680754
C18-neg_Cluster_0391,Diagnosis,0.23855821083835646,0.005875586848354881,0.015366120798881515
C18-neg_Cluster_0392,Diagnosis,0.35331415741558586,3.2458051153418706e-05,0.00020399779009878108
